tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	Timbavati	TG05-13	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-14	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-15	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-2	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-3	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-4	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-5	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-6	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-7	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-8	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG05-9	TG05		0	0.0	0.0		0	-24.55		31.35	
This study	Timbavati	TG06-1	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-10	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-11	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-12	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-2	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-3	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-4	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-5	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-6	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-7	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-8	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG06-9	TG06		0	0.0	0.0		0	-23.91		31.45	
This study	Timbavati	TG07-1	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-10	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-11	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-12	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-2	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-3	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-4	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-5	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-6	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-7	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-8	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG07-9	TG07		0	0.0	0.0		0	-23.9		31.45	
This study	Timbavati	TG08-1	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-10	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-11	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-12	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-2	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-3	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-4	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-5	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-6	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-7	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-8	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG08-9	TG08		0	0.0	0.0		0	-23.23		31.23	
This study	Timbavati	TG09-1	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-10	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-11	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-12	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-2	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-3	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-4	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-5	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-6	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-7	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-8	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG09-9	TG09		0	0.0	0.0		0	-23.21		31.3	
This study	Timbavati	TG11-10	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-11	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-12	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-13	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-14	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-15	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-16	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-17	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-18	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-3	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-4	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-5	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-6	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-7	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-8	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Timbavati	TG11-9	TG11		0	0.0	0.0		0	-24.4		31.59	
This study	Karoo Dike	KD1-1	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-10	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-11	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-12	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-13	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-14	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-15	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-16	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-17	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-2	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-3	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-4	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-5	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-6	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-7	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-8	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Karoo Dike	KD1-9	KD1	SO-NO	0	0.0	0.0		0	-25.35		31.81	
This study	Baked sed	L1-1	L1	SO-NO	0	30.0	138.0		0	-25.75		29.47	
This study	Baked sed	L1-10	L1	SO-NO	0	12.0	233.0		0	-25.75		29.47	
This study	Baked sed	L1-11	L1	SO-NO	0	12.0	233.0		0	-25.75		29.47	
This study	Baked sed	L1-12	L1	SO-NO	0	12.0	233.0		0	-25.75		29.47	
This study	Baked sed	L1-13	L1	SO-NO	0	12.0	233.0		0	-25.75		29.47	
This study	Baked sed	L1-14	L1	SO-NO	0	16.0	103.0		0	-25.75		29.47	
This study	Baked sed	L1-15	L1	SO-NO	0	16.0	103.1		0	-25.75		29.47	
This study	Baked sed	L1-16	L1	SO-NO	0	16.0	103.0		0	-25.75		29.47	
This study	Baked sed	L1-17	L1	SO-NO	0	16.0	103.0		0	-25.75		29.47	
This study	Baked sed	L1-18	L1	SO-NO	0	16.0	103.0		0	-25.75		29.47	
This study	Baked sed	L1-19	L1	SO-NO	0	16.0	103.0		0	-25.75		29.47	
This study	Baked sed	L1-2	L1	SO-NO	0	30.0	138.0		0	-25.75		29.47	
This study	Baked sed	L1-3	L1	SO-NO	0	30.0	138.0		0	-25.75		29.47	
This study	Baked sed	L1-4	L1	SO-NO	0	30.0	138.0		0	-25.75		29.47	
This study	Baked sed	L1-5	L1	SO-NO	0	30.0	138.0		0	-25.75		29.47	
This study	Baked sed	L1-6	L1	SO-NO	0	30.0	138.0		0	-25.75		29.47	
This study	Baked sed	L1-7	L1	SO-NO	0	30.0	138.0		0	-25.75		29.47	
This study	Baked sed	L1-8	L1	SO-NO	0	12.0	233.0		0	-25.75		29.47	
This study	Baked sed	L1-9	L1	SO-NO	0	12.0	233.0		0	-25.75		29.47	
This study	Baked sed	L2-1	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-10	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-11	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-12	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-2	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-3	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-4	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-5	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-6	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-7	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-8	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Baked sed	L2-9	L2	SO-NO	0	16.0	100.0		0	-25.58		29.62	
This study	Timbavati	TG12-1	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-10	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-11	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-12	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-13	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-2	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-3	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-4	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-5	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-6	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-7	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-8	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Timbavati	TG12-9	TG12	SO-NO	0	0.0	0.0		0	-23.71		31.31	
This study	Vredefort	VF1-1	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-10	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-11	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-12	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-2	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-3	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-4	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-5	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-6	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-7	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-8	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF1-9	VF1	SO-NO	0	0.0	0.0		0	-25.84		27.52	
This study	Vredefort	VF2-1	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-10	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-11	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-2	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-3	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-4	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-5	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-6	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-7	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-8	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF2-9	VF2	SO-NO	0	0.0	0.0		0	-26.84		27.51	
This study	Vredefort	VF3-1	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-10	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-11	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-12	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-2	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-3	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-4	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-5	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-6	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-7	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-8	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF3-9	VF3	SO-NO	0	0.0	0.0		0	-27.02		27.38	
This study	Vredefort	VF4-1	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-10	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-11	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-12	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-2	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-3	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-4	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-5	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-6	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-7	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-8	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF4-9	VF4	SO-NO	0	0.0	0.0		0	-26.9		28.65	
This study	Vredefort	VF5-1	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-10	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-11	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-12	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-2	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-3	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-4	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-5	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-6	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-7	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-8	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Vredefort	VF5-9	VF5	SO-NO	0	0.0	0.0		0	-26.91		28.69	
This study	Baked ss	WS1-1	WS1	SO-NO	0	6.0	243.1		0	-25.7		29.2	
This study	Baked ss	WS1-10	WS1	SO-NO	0	6.0	242.8		0	-25.7		29.2	
This study	Baked ss	WS1-11	WS1	SO-NO	0	5.9	242.7		0	-25.7		29.2	
This study	Baked ss	WS1-2	WS1	SO-NO	0	6.0	243.2		0	-25.7		29.2	
This study	Baked ss	WS1-3	WS1	SO-NO	0	6.0	243.0		0	-25.7		29.2	
This study	Baked ss	WS1-4	WS1	SO-NO	0	6.0	243.0		0	-25.7		29.2	
This study	Baked ss	WS1-5	WS1	SO-NO	0	6.0	242.6		0	-25.7		29.2	
This study	Baked ss	WS1-6	WS1	SO-NO	0	6.0	243.3		0	-25.7		29.2	
This study	Baked ss	WS1-7	WS1	SO-NO	0	6.0	243.1		0	-25.7		29.2	
This study	Baked ss	WS1-8	WS1	SO-NO	0	6.0	243.0		0	-25.7		29.2	
This study	Baked ss	WS1-9	WS1	SO-NO	0	6.0	242.9		0	-25.7		29.2	
This study	post-Waterberg	W01-1	W01		0	13.0	163.1		0	-25.47		29.45	
This study	post-Waterberg	W01-10	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-11	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-12	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-13	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-14	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-15	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-16	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-2	W01		0	13.0	162.8		0	-25.47		29.45	
This study	post-Waterberg	W01-3	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-4	W01		0	13.0	163.2		0	-25.47		29.45	
This study	post-Waterberg	W01-5	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-6	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-7	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-8	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W01-9	W01		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-1	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-10	W02		0	13.0	162.9		0	-25.47		29.45	
This study	post-Waterberg	W02-11	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-12	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-13	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-14	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-15	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-16	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-17	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-18	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-2	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-3	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-4	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-5	W02		0	12.9	162.9		0	-25.47		29.45	
This study	post-Waterberg	W02-6	W02		0	13.0	163.1		0	-25.47		29.45	
This study	post-Waterberg	W02-7	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-8	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W02-9	W02		0	13.0	163.0		0	-25.47		29.45	
This study	post-Waterberg	W03-1	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-10	W03		0	10.0	194.1		0	-25.68		29.4	
This study	post-Waterberg	W03-11	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-12	W03		0	10.0	193.9		0	-25.68		29.4	
This study	post-Waterberg	W03-2	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-3	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-4	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-5	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-6	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-7	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-8	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W03-9	W03		0	10.0	194.0		0	-25.68		29.4	
This study	post-Waterberg	W04-1	W04		0	5.9	206.9		0	-25.73		29.45	
This study	post-Waterberg	W04-10	W04		0	6.0	207.1		0	-25.73		29.45	
